year,fes_scenario,climate_member,weather_year_role,smr_case,annual_smr_energy_twh,annual_gas_displacement_twh,annual_surplus_energy_twh,surplus_hours_count,low_wind_hours_count,low_wind_support_hours,average_residual_before_mw,average_residual_after_mw,average_residual_reduction_mw,average_gas_displacement_proxy_mw
2033,Electric Engagement,member_13,high_wind,staggered_commissioning,0.0,0.0,107.5928107689513,4922,1202,0,-5585.94205273972,-5585.94205273972,0.0,0.0
2033,Electric Engagement,member_13,low_wind,simultaneous_commissioning,0.0,0.0,108.0331565881878,4795,1038,0,-5585.942052739723,-5585.942052739723,0.0,0.0
2033,Electric Engagement,member_13,low_wind,staggered_commissioning,0.0,0.0,108.0331565881878,4795,1038,0,-5585.942052739723,-5585.942052739723,0.0,0.0
2033,Holistic Transition,member_06,average_wind,simultaneous_commissioning,0.0,0.0,145.54478177759714,5485,1100,0,-11361.491139497724,-11361.491139497724,0.0,0.0
2033,Holistic Transition,member_06,average_wind,staggered_commissioning,0.0,0.0,145.54478177759714,5485,1100,0,-11361.491139497724,-11361.491139497724,0.0,0.0
2033,Holistic Transition,member_06,high_wind,simultaneous_commissioning,0.0,0.0,147.30090370191974,5524,946,0,-11361.491139497715,-11361.491139497715,0.0,0.0
2033,Holistic Transition,member_06,high_wind,staggered_commissioning,0.0,0.0,147.30090370191974,5524,946,0,-11361.491139497715,-11361.491139497715,0.0,0.0
2033,Holistic Transition,member_06,low_wind,simultaneous_commissioning,0.0,0.0,145.91934471759308,5431,792,0,-11361.491139497724,-11361.491139497724,0.0,0.0
2033,Holistic Transition,member_06,low_wind,staggered_commissioning,0.0,0.0,145.91934471759308,5431,792,0,-11361.491139497724,-11361.491139497724,0.0,0.0
2033,Holistic Transition,member_12,average_wind,simultaneous_commissioning,0.0,0.0,144.78200925000243,5497,1100,0,-11361.49113949772,-11361.49113949772,0.0,0.0
2033,Holistic Transition,member_12,average_wind,staggered_commissioning,0.0,0.0,144.78200925000243,5497,1100,0,-11361.49113949772,-11361.49113949772,0.0,0.0
2033,Holistic Transition,member_12,high_wind,simultaneous_commissioning,0.0,0.0,145.5446744026477,5553,946,0,-11361.491139497715,-11361.491139497715,0.0,0.0
2033,Holistic Transition,member_12,high_wind,staggered_commissioning,0.0,0.0,145.5446744026477,5553,946,0,-11361.491139497715,-11361.491139497715,0.0,0.0
2033,Holistic Transition,member_12,low_wind,simultaneous_commissioning,0.0,0.0,147.28500858873358,5432,792,0,-11361.491139497724,-11361.491139497724,0.0,0.0
2033,Holistic Transition,member_12,low_wind,staggered_commissioning,0.0,0.0,147.28500858873358,5432,792,0,-11361.491139497724,-11361.491139497724,0.0,0.0
2033,Holistic Transition,member_13,average_wind,simultaneous_commissioning,0.0,0.0,143.71916483743036,5518,1100,0,-11361.49113949772,-11361.49113949772,0.0,0.0
2033,Holistic Transition,member_13,average_wind,staggered_commissioning,0.0,0.0,143.71916483743036,5518,1100,0,-11361.49113949772,-11361.49113949772,0.0,0.0
2033,Holistic Transition,member_13,high_wind,simultaneous_commissioning,0.0,0.0,145.35265762364045,5536,946,0,-11361.491139497715,-11361.491139497715,0.0,0.0
2033,Holistic Transition,member_13,high_wind,staggered_commissioning,0.0,0.0,145.35265762364045,5536,946,0,-11361.491139497715,-11361.491139497715,0.0,0.0
2033,Holistic Transition,member_13,low_wind,simultaneous_commissioning,0.0,0.0,145.51712334781493,5417,792,0,-11361.491139497724,-11361.491139497724,0.0,0.0
2033,Holistic Transition,member_13,low_wind,staggered_commissioning,0.0,0.0,145.51712334781493,5417,792,0,-11361.491139497724,-11361.491139497724,0.0,0.0
2034,Electric Engagement,member_06,average_wind,simultaneous_commissioning,0.0,0.0,110.696606372829,4855,1304,0,-5712.279952283103,-5712.279952283103,0.0,0.0
2034,Electric Engagement,member_06,average_wind,staggered_commissioning,0.0,0.0,110.696606372829,4855,1304,0,-5712.279952283103,-5712.279952283103,0.0,0.0
2034,Electric Engagement,member_06,high_wind,simultaneous_commissioning,0.0,0.0,113.68711570480396,4872,1083,0,-5712.279952283103,-5712.279952283103,0.0,0.0
2034,Electric Engagement,member_06,high_wind,staggered_commissioning,0.0,0.0,113.68711570480396,4872,1083,0,-5712.279952283103,-5712.279952283103,0.0,0.0
2034,Electric Engagement,member_06,low_wind,simultaneous_commissioning,0.0,0.0,114.2522405812959,4768,967,0,-5712.279952283104,-5712.279952283104,0.0,0.0
2034,Electric Engagement,member_06,low_wind,staggered_commissioning,0.0,0.0,114.2522405812959,4768,967,0,-5712.279952283104,-5712.279952283104,0.0,0.0
2034,Electric Engagement,member_12,average_wind,simultaneous_commissioning,0.0,0.0,110.0956578695691,4797,1304,0,-5712.279952283104,-5712.279952283104,0.0,0.0
2034,Electric Engagement,member_12,average_wind,staggered_commissioning,0.0,0.0,110.0956578695691,4797,1304,0,-5712.279952283104,-5712.279952283104,0.0,0.0
2034,Electric Engagement,member_12,high_wind,simultaneous_commissioning,0.0,0.0,111.42724187328622,4875,1083,0,-5712.279952283104,-5712.279952283104,0.0,0.0
2034,Electric Engagement,member_12,high_wind,staggered_commissioning,0.0,0.0,111.42724187328622,4875,1083,0,-5712.279952283104,-5712.279952283104,0.0,0.0
2034,Electric Engagement,member_12,low_wind,simultaneous_commissioning,0.0,0.0,113.53444562669308,4760,967,0,-5712.2799522831065,-5712.2799522831065,0.0,0.0
2034,Electric Engagement,member_12,low_wind,staggered_commissioning,0.0,0.0,113.53444562669308,4760,967,0,-5712.2799522831065,-5712.2799522831065,0.0,0.0
2034,Electric Engagement,member_13,average_wind,simultaneous_commissioning,0.0,0.0,110.06113682592184,4890,1304,0,-5712.279952283102,-5712.279952283102,0.0,0.0
2034,Electric Engagement,member_13,average_wind,staggered_commissioning,0.0,0.0,110.06113682592184,4890,1304,0,-5712.279952283102,-5712.279952283102,0.0,0.0
2034,Electric Engagement,member_13,high_wind,simultaneous_commissioning,0.0,0.0,112.92273896571984,4852,1083,0,-5712.279952283102,-5712.279952283102,0.0,0.0
2034,Electric Engagement,member_13,high_wind,staggered_commissioning,0.0,0.0,112.92273896571984,4852,1083,0,-5712.279952283102,-5712.279952283102,0.0,0.0
2034,Electric Engagement,member_13,low_wind,simultaneous_commissioning,0.0,0.0,114.57911005099574,4746,967,0,-5712.279952283103,-5712.279952283103,0.0,0.0
2034,Electric Engagement,member_13,low_wind,staggered_commissioning,0.0,0.0,114.57911005099574,4746,967,0,-5712.279952283103,-5712.279952283103,0.0,0.0
2034,Holistic Transition,member_06,average_wind,simultaneous_commissioning,0.0,0.0,163.8554400172326,5601,941,0,-13545.445477397268,-13545.445477397268,0.0,0.0
2034,Holistic Transition,member_06,average_wind,staggered_commissioning,0.0,0.0,163.8554400172326,5601,941,0,-13545.445477397268,-13545.445477397268,0.0,0.0
2034,Holistic Transition,member_06,high_wind,simultaneous_commissioning,0.0,0.0,165.2989872081369,5661,772,0,-13545.445477397268,-13545.445477397268,0.0,0.0
2034,Holistic Transition,member_06,high_wind,staggered_commissioning,0.0,0.0,165.2989872081369,5661,772,0,-13545.445477397268,-13545.445477397268,0.0,0.0
2034,Holistic Transition,member_06,low_wind,simultaneous_commissioning,0.0,0.0,165.4372684650579,5525,656,0,-13545.445477397265,-13545.445477397265,0.0,0.0
