date,fes_scenario,climate_member,simultaneous_commissioning,staggered_commissioning,simultaneous_minus_staggered_mwh
2042-09-04,Holistic Transition,member_12,25380.0,24440.0,940.0
2042-09-04,Holistic Transition,member_13,25705.11,24765.11,940.0
2045-02-20,Holistic Transition,member_13,33840.0,32900.0,940.0
2045-02-20,Holistic Transition,member_12,33840.0,32900.0,940.0
2045-02-20,Holistic Transition,member_06,33840.0,32900.0,940.0
2045-02-20,Electric Engagement,member_13,33840.0,32900.0,940.0
2045-02-20,Electric Engagement,member_12,33840.0,32900.0,940.0
2045-02-20,Electric Engagement,member_06,33840.0,32900.0,940.0
2037-05-22,Electric Engagement,member_06,33370.0,32430.0,940.0
2037-05-22,Electric Engagement,member_12,33370.0,32430.0,940.0
2037-05-22,Electric Engagement,member_13,33370.0,32430.0,940.0
2037-05-22,Holistic Transition,member_06,33370.0,32430.0,940.0
2037-05-22,Holistic Transition,member_12,33370.0,32430.0,940.0
2041-12-17,Electric Engagement,member_12,11280.0,10340.0,940.0
2039-06-24,Electric Engagement,member_13,23970.0,23030.0,940.0
2040-03-24,Electric Engagement,member_06,9870.0,8930.0,940.0
2040-03-06,Electric Engagement,member_06,25380.0,24440.0,940.0
2040-03-05,Electric Engagement,member_12,19740.0,18800.0,940.0
2038-12-31,Electric Engagement,member_06,26790.0,25850.0,940.0
2038-12-31,Electric Engagement,member_12,18395.574,17455.574,940.0
2035-02-02,Holistic Transition,member_12,1410.0,470.0,940.0
2038-07-22,Electric Engagement,member_12,27730.0,26790.0,940.0
2037-04-18,Holistic Transition,member_13,25380.0,24440.0,940.0
2037-04-18,Holistic Transition,member_12,25423.785,24483.785,940.0
2037-04-18,Holistic Transition,member_06,27610.418,26670.418,940.0
2037-04-18,Electric Engagement,member_13,25380.0,24440.0,940.0
2037-04-18,Electric Engagement,member_12,25566.78,24626.78,940.0
2037-04-18,Electric Engagement,member_06,26790.0,25850.0,940.0
2038-12-31,Holistic Transition,member_06,25380.0,24440.0,940.0
2040-03-04,Holistic Transition,member_13,33370.0,32430.0,940.0
2040-03-04,Holistic Transition,member_12,33370.0,32430.0,940.0
2040-03-04,Holistic Transition,member_06,33370.0,32430.0,940.0
2040-03-04,Electric Engagement,member_13,33370.0,32430.0,940.0
2040-03-04,Electric Engagement,member_12,33370.0,32430.0,940.0
2040-03-04,Electric Engagement,member_06,33370.0,32430.0,940.0
2041-12-07,Holistic Transition,member_13,32430.0,31490.0,940.0
2041-12-07,Holistic Transition,member_12,32430.0,31490.0,940.0
2041-12-07,Holistic Transition,member_06,30071.787,29131.787,940.0
2038-07-22,Electric Engagement,member_06,27730.0,26790.0,940.0
2045-02-07,Electric Engagement,member_06,32430.0,31490.0,940.0
2039-09-28,Holistic Transition,member_06,24910.0,23970.0,940.0
2045-02-07,Electric Engagement,member_12,32430.0,31490.0,940.0
2039-09-28,Electric Engagement,member_13,26129.564,25189.564,940.0
2039-09-28,Electric Engagement,member_12,25274.812,24334.812,940.0
2039-09-28,Electric Engagement,member_06,26320.0,25380.0,940.0
2039-02-27,Electric Engagement,member_13,5640.0,4700.0,940.0
2042-09-28,Electric Engagement,member_06,22581.195,21641.195,940.0
2042-09-28,Electric Engagement,member_13,22999.463,22059.463,940.0
2044-04-12,Holistic Transition,member_13,24910.0,23970.0,940.0
2040-03-06,Holistic Transition,member_13,23970.0,23030.0,940.0
2040-03-06,Holistic Transition,member_12,26790.0,25850.0,940.0
2044-04-12,Holistic Transition,member_12,24910.0,23970.0,940.0
2044-04-12,Holistic Transition,member_06,26292.771,25352.771,940.0
2040-03-06,Holistic Transition,member_06,23970.0,23030.0,940.0
2044-04-12,Electric Engagement,member_13,24910.0,23970.0,940.0
2044-08-09,Electric Engagement,member_06,19740.0,18800.0,940.0
2040-03-06,Electric Engagement,member_13,23970.0,23030.0,940.0
2040-03-06,Electric Engagement,member_12,26790.0,25850.0,940.0
2045-02-07,Holistic Transition,member_13,33840.0,32900.0,940.0
2045-02-07,Holistic Transition,member_12,32430.0,31490.0,940.0
2045-02-07,Holistic Transition,member_06,32430.0,31490.0,940.0
2044-04-12,Electric Engagement,member_12,27509.549,26569.549,940.0
2045-02-07,Electric Engagement,member_13,33840.0,32900.0,940.0
2040-11-19,Electric Engagement,member_12,22090.0,21150.0,940.0
2044-08-04,Holistic Transition,member_13,22560.0,21620.0,940.0
2045-02-22,Electric Engagement,member_12,31490.0,30550.0,940.0
2045-11-06,Holistic Transition,member_13,23970.0,23030.0,940.0
2045-11-06,Holistic Transition,member_06,23970.0,23030.0,940.0
2044-06-15,Holistic Transition,member_13,28731.49,27791.49,940.0
2044-06-15,Holistic Transition,member_12,28600.164,27660.164,940.0
2044-06-15,Holistic Transition,member_06,29140.0,28200.0,940.0
2044-06-15,Electric Engagement,member_13,32626.428,31686.428,940.0
2044-06-15,Electric Engagement,member_12,32345.168,31405.168,940.0
2044-06-15,Electric Engagement,member_06,33370.0,32430.0,940.0
2045-03-01,Holistic Transition,member_13,27289.746,26349.746,940.0
2045-03-01,Holistic Transition,member_12,33840.0,32900.0,940.0
2045-03-01,Holistic Transition,member_06,33840.0,32900.0,940.0
2045-03-01,Electric Engagement,member_13,29610.0,28670.0,940.0
2045-03-01,Electric Engagement,member_12,33840.0,32900.0,940.0
2045-03-01,Electric Engagement,member_06,33840.0,32900.0,940.0
2045-11-06,Electric Engagement,member_13,22560.0,21620.0,940.0
2039-06-10,Electric Engagement,member_12,8460.0,7520.0,940.0
2045-11-06,Electric Engagement,member_12,23296.482,22356.482,940.0
2045-11-06,Electric Engagement,member_06,22560.0,21620.0,940.0
2038-02-18,Electric Engagement,member_06,32900.0,31960.0,940.0
2038-02-18,Electric Engagement,member_12,32900.0,31960.0,940.0
2037-09-01,Holistic Transition,member_13,33840.0,32900.0,940.0
2037-09-01,Holistic Transition,member_12,33840.0,32900.0,940.0
2045-11-06,Holistic Transition,member_12,23970.0,23030.0,940.0
2036-01-06,Electric Engagement,member_13,1683.6279,743.6279,940.0
2045-02-22,Electric Engagement,member_13,31490.0,30550.0,940.0
2036-01-06,Electric Engagement,member_06,1410.0,470.0,940.0
2044-08-02,Electric Engagement,member_13,33840.0,32900.0,940.0
2044-08-02,Holistic Transition,member_06,32135.926,31195.926,940.0
2044-08-02,Holistic Transition,member_12,31020.0,30080.0,940.0
2044-08-02,Holistic Transition,member_13,31190.48,30250.48,940.0
2037-05-01,Holistic Transition,member_13,31503.324,30563.324,940.0
2037-05-01,Holistic Transition,member_12,33370.0,32430.0,940.0
2037-05-01,Holistic Transition,member_06,33370.0,32430.0,940.0
2037-05-01,Electric Engagement,member_13,31797.057,30857.057,940.0
2037-05-01,Electric Engagement,member_12,33370.0,32430.0,940.0
2037-05-01,Electric Engagement,member_06,33370.0,32430.0,940.0
2037-04-30,Holistic Transition,member_13,13936.342,12996.342,940.0
2037-04-30,Holistic Transition,member_12,17069.318,16129.318,940.0
2037-04-30,Holistic Transition,member_06,21104.83,20164.83,940.0
2037-04-30,Electric Engagement,member_13,15249.758,14309.758,940.0
2045-03-04,Holistic Transition,member_13,33370.0,32430.0,940.0
2045-03-04,Holistic Transition,member_12,33370.0,32430.0,940.0
2044-06-22,Holistic Transition,member_12,26320.0,25380.0,940.0
2045-03-04,Holistic Transition,member_06,33370.0,32430.0,940.0
2045-03-04,Electric Engagement,member_13,33370.0,32430.0,940.0
2045-03-04,Electric Engagement,member_12,33370.0,32430.0,940.0
2045-03-04,Electric Engagement,member_06,33370.0,32430.0,940.0
2037-09-01,Holistic Transition,member_06,33840.0,32900.0,940.0
2037-09-01,Electric Engagement,member_13,33840.0,32900.0,940.0
2037-09-01,Electric Engagement,member_12,33840.0,32900.0,940.0
2045-04-07,Electric Engagement,member_06,22672.803,21732.803,940.0
2044-05-21,Electric Engagement,member_13,33840.0,32900.0,940.0
2044-05-21,Electric Engagement,member_12,33840.0,32900.0,940.0
2044-05-21,Electric Engagement,member_06,33840.0,32900.0,940.0
2038-07-12,Electric Engagement,member_06,29610.0,28670.0,940.0
2038-07-12,Electric Engagement,member_12,28200.0,27260.0,940.0
2038-07-12,Electric Engagement,member_13,29610.0,28670.0,940.0
2038-07-12,Holistic Transition,member_06,29610.0,28670.0,940.0
2044-05-15,Holistic Transition,member_13,19740.0,18800.0,940.0
2044-05-15,Holistic Transition,member_12,21150.0,20210.0,940.0
2044-05-15,Holistic Transition,member_06,21140.361,20200.361,940.0
2044-05-15,Electric Engagement,member_13,21150.0,20210.0,940.0
2044-05-15,Electric Engagement,member_12,22560.0,21620.0,940.0
2044-05-15,Electric Engagement,member_06,21571.574,20631.574,940.0
2038-07-12,Holistic Transition,member_12,28353.271,27413.271,940.0
2038-07-12,Holistic Transition,member_13,29610.0,28670.0,940.0
2044-08-04,Electric Engagement,member_13,22560.0,21620.0,940.0
2044-08-04,Holistic Transition,member_06,22559.268,21619.268,940.0
2036-01-21,Holistic Transition,member_13,2820.0,1880.0,940.0
2044-05-10,Electric Engagement,member_12,26320.0,25380.0,940.0
2044-05-10,Electric Engagement,member_06,26320.0,25380.0,940.0
2045-02-22,Holistic Transition,member_13,31490.0,30550.0,940.0
2044-05-21,Holistic Transition,member_06,33840.0,32900.0,940.0
2044-05-21,Holistic Transition,member_12,31699.707,30759.707,940.0
2044-05-21,Holistic Transition,member_13,33389.055,32449.055,940.0
2038-02-18,Holistic Transition,member_06,32900.0,31960.0,940.0
2045-04-07,Electric Engagement,member_12,24910.0,23970.0,940.0
2045-04-07,Electric Engagement,member_13,23461.756,22521.756,940.0
2045-04-07,Holistic Transition,member_06,20680.0,19740.0,940.0
2045-04-07,Holistic Transition,member_12,24910.0,23970.0,940.0
2045-04-07,Holistic Transition,member_13,20680.0,19740.0,940.0
2039-03-10,Holistic Transition,member_13,32430.0,31490.0,940.0
2039-03-10,Holistic Transition,member_12,32430.0,31490.0,940.0
2038-06-22,Holistic Transition,member_13,29185.61,28245.61,940.0
2038-02-18,Electric Engagement,member_13,32900.0,31960.0,940.0
2036-01-13,Holistic Transition,member_06,1410.0,470.0,940.0
2037-09-01,Electric Engagement,member_06,33840.0,32900.0,940.0
2038-02-18,Holistic Transition,member_12,32900.0,31960.0,940.0
2044-08-04,Electric Engagement,member_06,22560.0,21620.0,940.0
2038-02-18,Holistic Transition,member_13,32900.0,31960.0,940.0
2044-08-04,Electric Engagement,member_12,22560.0,21620.0,940.0
2039-03-10,Holistic Transition,member_06,32430.0,31490.0,940.0
2039-03-10,Electric Engagement,member_13,32430.0,31490.0,940.0
2035-03-20,Electric Engagement,member_06,940.0,0.0,940.0
2039-03-10,Electric Engagement,member_12,32430.0,31490.0,940.0
2039-03-10,Electric Engagement,member_06,32430.0,31490.0,940.0
2038-01-09,Electric Engagement,member_06,2820.0,1880.0,940.0
2041-10-14,Electric Engagement,member_13,33840.0,32900.0,940.0
2044-08-09,Electric Engagement,member_12,18474.148,17534.148,940.0
2037-02-22,Holistic Transition,member_06,14100.0,13160.0,940.0
2040-01-09,Electric Engagement,member_13,2248.3389,1308.3389,940.0
2039-08-27,Holistic Transition,member_13,20291.68,19351.68,940.0
2039-02-13,Electric Engagement,member_12,19496.81,18556.81,940.0
2045-08-14,Holistic Transition,member_13,26790.0,25850.0,940.0
2039-08-16,Holistic Transition,member_06,9870.0,8930.0,940.0
2039-08-16,Electric Engagement,member_13,9870.0,8930.0,940.0
2037-02-22,Holistic Transition,member_13,14100.0,13160.0,940.0
2037-02-22,Holistic Transition,member_12,14100.0,13160.0,940.0
2039-08-16,Electric Engagement,member_12,9870.0,8930.0,940.0
2037-02-22,Electric Engagement,member_12,15881.322,14941.322,940.0
2037-02-15,Electric Engagement,member_12,18342.898,17402.898,940.0
2037-02-22,Electric Engagement,member_06,15398.234,14458.234,940.0
2039-02-13,Holistic Transition,member_06,17860.0,16920.0,940.0
2039-08-27,Holistic Transition,member_12,19740.0,18800.0,940.0
2039-08-27,Holistic Transition,member_06,20636.588,19696.588,940.0
2039-08-27,Electric Engagement,member_13,21150.0,20210.0,940.0
2039-08-27,Electric Engagement,member_12,21150.0,20210.0,940.0
2041-08-02,Electric Engagement,member_06,30848.84,29908.84,940.0
2039-08-27,Electric Engagement,member_06,21150.0,20210.0,940.0
2038-04-29,Electric Engagement,member_06,21679.79,20739.79,940.0
2039-08-16,Holistic Transition,member_12,9870.0,8930.0,940.0
2039-08-16,Holistic Transition,member_13,9870.0,8930.0,940.0
2039-12-05,Holistic Transition,member_13,22560.0,21620.0,940.0
2039-02-13,Electric Engagement,member_06,17860.0,16920.0,940.0
2043-06-18,Holistic Transition,member_13,12285.731,11345.731,940.0
2041-03-13,Holistic Transition,member_06,14027.322,13087.322,940.0
2038-06-01,Electric Engagement,member_12,26790.0,25850.0,940.0
2038-06-01,Electric Engagement,member_06,26790.0,25850.0,940.0
2039-08-17,Holistic Transition,member_12,21150.0,20210.0,940.0
2039-08-17,Holistic Transition,member_06,21150.0,20210.0,940.0
2039-08-17,Electric Engagement,member_13,21500.336,20560.336,940.0
2039-08-17,Electric Engagement,member_12,21150.0,20210.0,940.0
2045-08-14,Electric Engagement,member_06,28449.268,27509.268,940.0
2045-08-14,Electric Engagement,member_12,26790.0,25850.0,940.0
2045-08-14,Electric Engagement,member_13,29213.441,28273.441,940.0
2044-10-25,Holistic Transition,member_12,22560.0,21620.0,940.0
2045-08-14,Holistic Transition,member_06,26790.0,25850.0,940.0
2044-10-25,Holistic Transition,member_06,27227.719,26287.719,940.0
2039-08-17,Electric Engagement,member_06,22111.73,21171.73,940.0
2044-10-25,Electric Engagement,member_13,27830.451,26890.451,940.0
2044-10-25,Electric Engagement,member_12,26160.764,25220.764,940.0
2044-10-25,Electric Engagement,member_06,31079.912,30139.912,940.0
2039-12-05,Electric Engagement,member_13,22560.0,21620.0,940.0
2037-02-15,Electric Engagement,member_06,19198.844,18258.844,940.0
2039-08-16,Electric Engagement,member_06,9870.0,8930.0,940.0
2041-08-08,Electric Engagement,member_13,33370.0,32430.0,940.0
2043-08-17,Holistic Transition,member_12,21150.0,20210.0,940.0
2044-09-04,Holistic Transition,member_12,16972.293,16032.293,940.0
2044-09-04,Electric Engagement,member_13,22090.0,21150.0,940.0
2041-05-09,Electric Engagement,member_12,33840.0,32900.0,940.0
2040-07-20,Electric Engagement,member_12,30839.895,29899.895,940.0
2043-08-19,Holistic Transition,member_12,19740.0,18800.0,940.0
2043-08-19,Holistic Transition,member_06,19740.0,18800.0,940.0
2043-08-19,Electric Engagement,member_12,20376.195,19436.195,940.0
2036-09-19,Holistic Transition,member_12,2820.0,1880.0,940.0
2043-08-17,Holistic Transition,member_13,23675.268,22735.268,940.0
2043-08-17,Holistic Transition,member_06,21973.805,21033.805,940.0
2043-07-05,Holistic Transition,member_13,5096.579,4156.579,940.0
2041-03-05,Electric Engagement,member_12,19740.0,18800.0,940.0
2043-08-17,Electric Engagement,member_12,23970.0,23030.0,940.0
2040-07-20,Holistic Transition,member_06,31103.895,30163.895,940.0
2040-08-01,Holistic Transition,member_13,29113.277,28173.277,940.0
2040-07-20,Holistic Transition,member_13,31220.727,30280.727,940.0
2043-08-17,Electric Engagement,member_06,23970.0,23030.0,940.0
2040-08-01,Holistic Transition,member_06,28767.742,27827.742,940.0
2039-02-16,Electric Engagement,member_06,27517.701,26577.701,940.0
2041-08-08,Electric Engagement,member_06,33370.0,32430.0,940.0
2037-02-03,Electric Engagement,member_06,31020.0,30080.0,940.0
2040-08-04,Electric Engagement,member_06,21093.18,20153.18,940.0
2044-09-04,Holistic Transition,member_13,19663.992,18723.992,940.0
2037-01-22,Electric Engagement,member_12,19740.0,18800.0,940.0
2041-08-02,Electric Engagement,member_12,31046.805,30106.805,940.0
2041-08-02,Electric Engagement,member_13,32432.695,31492.695,940.0
2041-08-02,Holistic Transition,member_06,30550.0,29610.0,940.0
2041-08-02,Holistic Transition,member_12,30550.0,29610.0,940.0
2041-08-02,Holistic Transition,member_13,30550.0,29610.0,940.0
2037-02-15,Electric Engagement,member_13,16556.947,15616.947,940.0
2038-09-03,Holistic Transition,member_13,33370.0,32430.0,940.0
2037-02-15,Holistic Transition,member_06,16605.348,15665.348,940.0
2037-02-15,Holistic Transition,member_12,16092.804,15152.804,940.0
2041-04-12,Electric Engagement,member_06,25654.562,24714.562,940.0
2037-02-15,Holistic Transition,member_13,14100.0,13160.0,940.0
2041-05-09,Holistic Transition,member_12,32430.0,31490.0,940.0
2036-09-17,Holistic Transition,member_06,3668.4517,2728.4517,940.0
2041-04-12,Electric Engagement,member_12,25818.148,24878.148,940.0
2038-09-03,Holistic Transition,member_12,33370.0,32430.0,940.0
2041-04-12,Holistic Transition,member_06,24910.0,23970.0,940.0
2041-04-12,Holistic Transition,member_12,24910.0,23970.0,940.0
2041-04-12,Holistic Transition,member_13,24910.0,23970.0,940.0
2039-02-13,Holistic Transition,member_12,17860.0,16920.0,940.0
2041-05-31,Holistic Transition,member_13,15510.0,14570.0,940.0
2041-05-31,Holistic Transition,member_12,15510.0,14570.0,940.0
2041-05-31,Holistic Transition,member_06,15256.666,14316.666,940.0
2040-07-29,Electric Engagement,member_13,14100.0,13160.0,940.0
2045-07-12,Electric Engagement,member_13,32430.0,31490.0,940.0
2045-07-12,Holistic Transition,member_06,28798.854,27858.854,940.0
2044-10-25,Holistic Transition,member_13,22560.0,21620.0,940.0
2045-12-18,Holistic Transition,member_12,33370.0,32430.0,940.0
2039-08-30,Electric Engagement,member_06,11280.0,10340.0,940.0
2039-08-30,Electric Engagement,member_12,11280.0,10340.0,940.0
2039-08-30,Electric Engagement,member_13,11280.0,10340.0,940.0
2039-08-30,Holistic Transition,member_06,11280.0,10340.0,940.0
2039-08-30,Holistic Transition,member_12,11280.0,10340.0,940.0
2040-07-29,Holistic Transition,member_06,14100.0,13160.0,940.0
2041-05-31,Electric Engagement,member_13,15510.0,14570.0,940.0
2045-12-14,Holistic Transition,member_12,33840.0,32900.0,940.0
2045-12-14,Holistic Transition,member_13,33840.0,32900.0,940.0
2045-07-12,Holistic Transition,member_12,28200.0,27260.0,940.0
2038-06-04,Holistic Transition,member_13,14100.0,13160.0,940.0
2045-07-12,Holistic Transition,member_13,29817.553,28877.553,940.0
2041-04-03,Holistic Transition,member_12,19270.0,18330.0,940.0
2041-04-03,Holistic Transition,member_06,22884.955,21944.955,940.0
2041-04-03,Electric Engagement,member_12,24010.992,23070.992,940.0
2039-08-30,Holistic Transition,member_13,11280.0,10340.0,940.0
2045-07-12,Electric Engagement,member_12,28200.0,27260.0,940.0
2045-07-12,Electric Engagement,member_06,29610.0,28670.0,940.0
2039-08-17,Holistic Transition,member_13,21150.0,20210.0,940.0
2040-07-29,Electric Engagement,member_12,13996.759,13056.759,940.0
2037-12-20,Electric Engagement,member_12,33840.0,32900.0,940.0
2037-12-20,Electric Engagement,member_13,33840.0,32900.0,940.0
2038-04-23,Electric Engagement,member_06,29981.986,29041.986,940.0
2043-09-09,Holistic Transition,member_13,33370.0,32430.0,940.0
2038-04-23,Electric Engagement,member_12,29140.0,28200.0,940.0
2038-04-23,Electric Engagement,member_13,29140.0,28200.0,940.0
2038-04-23,Holistic Transition,member_06,30341.043,29401.043,940.0
2038-04-23,Holistic Transition,member_12,29140.0,28200.0,940.0
2038-04-23,Holistic Transition,member_13,29140.0,28200.0,940.0
2043-09-09,Holistic Transition,member_12,33370.0,32430.0,940.0
2043-06-02,Electric Engagement,member_06,29140.0,28200.0,940.0
2043-06-02,Electric Engagement,member_12,29140.0,28200.0,940.0
2040-07-29,Electric Engagement,member_06,14100.0,13160.0,940.0
2043-06-02,Electric Engagement,member_13,33370.0,32430.0,940.0
2043-09-09,Holistic Transition,member_06,33370.0,32430.0,940.0
2043-09-09,Electric Engagement,member_13,33370.0,32430.0,940.0
2043-06-02,Holistic Transition,member_13,32840.78,31900.781,940.0
2043-09-09,Electric Engagement,member_12,33370.0,32430.0,940.0
2043-09-09,Electric Engagement,member_06,33370.0,32430.0,940.0
2039-08-31,Electric Engagement,member_06,33840.0,32900.0,940.0
2039-08-31,Electric Engagement,member_12,33840.0,32900.0,940.0
2040-08-17,Electric Engagement,member_06,22553.5,21613.5,940.0
2038-06-13,Holistic Transition,member_12,23970.0,23030.0,940.0
2040-08-04,Electric Engagement,member_13,21150.0,20210.0,940.0
2040-08-04,Electric Engagement,member_12,19740.0,18800.0,940.0
2039-02-11,Electric Engagement,member_12,19270.0,18330.0,940.0
2038-06-13,Holistic Transition,member_13,24275.447,23335.447,940.0
2037-12-20,Holistic Transition,member_06,30816.367,29876.367,940.0
2037-12-20,Holistic Transition,member_12,33840.0,32900.0,940.0
2041-05-15,Holistic Transition,member_13,23970.0,23030.0,940.0
2041-05-15,Holistic Transition,member_12,23970.0,23030.0,940.0
2041-05-15,Holistic Transition,member_06,23970.0,23030.0,940.0
2041-05-15,Electric Engagement,member_13,23970.0,23030.0,940.0
2037-12-20,Holistic Transition,member_13,33840.0,32900.0,940.0
2041-05-15,Electric Engagement,member_12,23970.0,23030.0,940.0
2041-05-15,Electric Engagement,member_06,23970.0,23030.0,940.0
2038-06-04,Holistic Transition,member_12,14100.0,13160.0,940.0
2043-06-18,Electric Engagement,member_06,15089.311,14149.311,940.0
2043-06-18,Electric Engagement,member_12,12977.875,12037.875,940.0
2043-06-18,Electric Engagement,member_13,17026.262,16086.262,940.0
2041-05-31,Electric Engagement,member_06,15510.0,14570.0,940.0
2038-06-01,Holistic Transition,member_06,26790.0,25850.0,940.0
2040-08-04,Holistic Transition,member_06,19740.0,18800.0,940.0
2038-06-13,Holistic Transition,member_06,24388.729,23448.729,940.0
2039-08-31,Electric Engagement,member_13,33840.0,32900.0,940.0
2044-01-09,Electric Engagement,member_13,3450.0278,2510.0278,940.0
2037-11-27,Holistic Transition,member_12,6580.0,5640.0,940.0
2039-08-31,Holistic Transition,member_06,33840.0,32900.0,940.0
2039-08-31,Holistic Transition,member_12,33840.0,32900.0,940.0
2039-08-31,Holistic Transition,member_13,33840.0,32900.0,940.0
2038-06-13,Electric Engagement,member_06,23970.0,23030.0,940.0
2038-06-13,Electric Engagement,member_12,23970.0,23030.0,940.0
2038-06-13,Electric Engagement,member_13,23970.0,23030.0,940.0
2041-04-03,Electric Engagement,member_06,29062.678,28122.678,940.0
2044-01-09,Electric Engagement,member_06,2820.0,1880.0,940.0
2043-06-15,Electric Engagement,member_06,30505.896,29565.896,940.0
2037-01-22,Holistic Transition,member_13,19740.0,18800.0,940.0
2038-06-01,Holistic Transition,member_12,26790.0,25850.0,940.0
2043-06-15,Electric Engagement,member_12,29140.0,28200.0,940.0
2043-05-17,Electric Engagement,member_12,25380.0,24440.0,940.0
2043-06-15,Holistic Transition,member_06,28515.105,27575.105,940.0
2043-06-15,Holistic Transition,member_12,27207.451,26267.451,940.0
2043-06-15,Holistic Transition,member_13,29140.0,28200.0,940.0
2040-08-04,Holistic Transition,member_13,19740.0,18800.0,940.0
2044-01-09,Electric Engagement,member_12,2820.0,1880.0,940.0
2041-08-08,Electric Engagement,member_12,33370.0,32430.0,940.0
2043-08-17,Electric Engagement,member_13,23970.0,23030.0,940.0
2041-08-08,Holistic Transition,member_06,31743.512,30803.512,940.0
2043-08-02,Holistic Transition,member_13,24910.0,23970.0,940.0
2038-06-04,Electric Engagement,member_12,14548.107,13608.107,940.0
2040-08-08,Electric Engagement,member_06,33370.0,32430.0,940.0
2043-12-02,Electric Engagement,member_12,12220.0,11280.0,940.0
2043-08-04,Holistic Transition,member_13,22090.0,21150.0,940.0
2043-08-04,Holistic Transition,member_12,19684.248,18744.248,940.0
2043-08-04,Holistic Transition,member_06,21642.719,20702.719,940.0
2043-08-04,Electric Engagement,member_13,22090.0,21150.0,940.0
2043-08-04,Electric Engagement,member_12,22090.0,21150.0,940.0
2043-08-04,Electric Engagement,member_06,22090.0,21150.0,940.0
2043-08-02,Holistic Transition,member_12,24910.0,23970.0,940.0
2036-07-06,Electric Engagement,member_13,3480.3516,2540.3516,940.0
2043-08-02,Holistic Transition,member_06,24910.0,23970.0,940.0
2043-08-02,Electric Engagement,member_13,24977.457,24037.457,940.0
2044-01-19,Electric Engagement,member_06,19740.0,18800.0,940.0
2044-01-19,Electric Engagement,member_12,24111.31,23171.31,940.0
2044-01-19,Electric Engagement,member_13,23970.0,23030.0,940.0
2036-05-30,Holistic Transition,member_13,2820.0,1880.0,940.0
2043-08-02,Electric Engagement,member_12,24910.0,23970.0,940.0
2043-08-02,Electric Engagement,member_06,24910.0,23970.0,940.0
2043-12-02,Electric Engagement,member_13,13630.0,12690.0,940.0
2038-01-02,Electric Engagement,member_06,2882.062,1942.062,940.0
2038-06-04,Electric Engagement,member_13,16800.213,15860.213,940.0
2038-06-04,Holistic Transition,member_06,16222.812,15282.812,940.0
2040-08-08,Electric Engagement,member_12,32015.775,31075.775,940.0
2045-07-20,Electric Engagement,member_06,33840.0,32900.0,940.0
2045-07-20,Electric Engagement,member_12,33840.0,32900.0,940.0
2045-07-20,Electric Engagement,member_13,33840.0,32900.0,940.0
2044-01-17,Holistic Transition,member_13,2820.0,1880.0,940.0
2045-07-20,Holistic Transition,member_06,33840.0,32900.0,940.0
2045-07-20,Holistic Transition,member_12,33840.0,32900.0,940.0
2036-07-06,Holistic Transition,member_13,2820.0,1880.0,940.0
2045-07-20,Holistic Transition,member_13,33840.0,32900.0,940.0
2043-10-25,Electric Engagement,member_13,19368.828,18428.828,940.0
2045-12-18,Holistic Transition,member_06,29831.9,28891.9,940.0
2044-11-06,Holistic Transition,member_12,23970.0,23030.0,940.0
2044-11-06,Holistic Transition,member_13,23970.0,23030.0,940.0
2036-10-02,Electric Engagement,member_12,2820.0,1880.0,940.0
2036-10-02,Electric Engagement,member_06,3133.2705,2193.2705,940.0
2044-08-09,Electric Engagement,member_13,19496.113,18556.113,940.0
2040-08-08,Holistic Transition,member_13,33370.0,32430.0,940.0
2040-08-08,Holistic Transition,member_12,27872.867,26932.867,940.0
2040-08-08,Holistic Transition,member_06,33370.0,32430.0,940.0
2040-08-08,Electric Engagement,member_13,33370.0,32430.0,940.0
2040-07-29,Holistic Transition,member_12,10870.748,9930.748,940.0
2036-05-30,Holistic Transition,member_12,2820.0,1880.0,940.0
2045-07-29,Holistic Transition,member_12,14100.0,13160.0,940.0
2045-06-30,Holistic Transition,member_06,23443.023,22503.023,940.0
2045-06-30,Electric Engagement,member_13,25228.33,24288.33,940.0
2041-04-27,Holistic Transition,member_06,14874.857,13934.857,940.0
2045-06-30,Electric Engagement,member_12,23970.0,23030.0,940.0
2045-06-30,Electric Engagement,member_06,24248.832,23308.832,940.0
2038-05-26,Holistic Transition,member_12,32714.184,31774.184,940.0
2038-05-26,Holistic Transition,member_06,32900.0,31960.0,940.0
2038-05-26,Electric Engagement,member_13,32900.0,31960.0,940.0
2038-05-26,Electric Engagement,member_12,32330.344,31390.344,940.0
2044-01-19,Holistic Transition,member_13,19666.094,18726.094,940.0
2038-05-26,Electric Engagement,member_06,32900.0,31960.0,940.0
2043-12-02,Holistic Transition,member_12,12220.0,11280.0,940.0
2044-08-09,Holistic Transition,member_13,15756.359,14816.359,940.0
2043-12-02,Holistic Transition,member_13,13630.0,12690.0,940.0
2044-08-09,Holistic Transition,member_12,15380.838,14440.838,940.0
2044-08-09,Holistic Transition,member_06,17602.54,16662.54,940.0
2044-08-31,Holistic Transition,member_13,33840.0,32900.0,940.0
2044-08-31,Holistic Transition,member_12,33840.0,32900.0,940.0
2044-08-31,Holistic Transition,member_06,33840.0,32900.0,940.0
2041-06-17,Electric Engagement,member_12,29610.0,28670.0,940.0
2038-05-26,Holistic Transition,member_13,32900.0,31960.0,940.0
2045-06-30,Holistic Transition,member_12,22560.0,21620.0,940.0
2043-04-14,Holistic Transition,member_12,24254.078,23314.078,940.0
